processo_id,numero_do_processo,titulo_do_processo,decisao_do_processo,tipo_de_direito_do_processo,documento_parte,registro_OAB
535,535,titulo535,decisao535,Direito Ambiental,19,9
536,536,titulo536,decisao536,Direito Ambiental,28,10
537,537,titulo537,decisao537,Direito Ambiental,32,5
538,538,titulo538,decisao538,Direito do Consumidor,34,2
539,539,titulo539,decisao539,Direito do Consumidor,12,9
540,540,titulo540,decisao540,Direito do Consumidor,47,1
541,541,titulo541,decisao541,Direito do Consumidor,50,1
542,542,titulo542,decisao542,Direito Civil,2,1
543,543,titulo543,decisao543,Direito Civil,2,5
544,544,titulo544,decisao544,Direito Civil,28,5
545,545,titulo545,decisao545,Direito Penal,28,7
546,546,titulo546,decisao546,Direito Penal,15,9
547,547,titulo547,decisao547,Direito Penal,19,6
548,548,titulo548,decisao548,Direito Tributário,35,4
549,549,titulo549,decisao549,Direito Tributário,14,6
550,550,titulo550,decisao550,Direito Tributário,32,10
551,551,titulo551,decisao551,Direito Digital,11,2
552,552,titulo552,decisao552,Direito Digital,8,9
553,553,titulo553,decisao553,Direito Digital,18,2
554,554,titulo554,decisao554,Direito Ambiental,44,3
555,555,titulo555,decisao555,Direito Ambiental,24,6
556,556,titulo556,decisao556,Direito Ambiental,37,3
557,557,titulo557,decisao557,Direito do Consumidor,43,2
558,558,titulo558,decisao558,Direito do Consumidor,1,4
559,559,titulo559,decisao559,Direito do Consumidor,6,8
560,560,titulo560,decisao560,Direito do Consumidor,40,10
561,561,titulo561,decisao561,Direito Civil,36,10
562,562,titulo562,decisao562,Direito Civil,4,5
563,563,titulo563,decisao563,Direito Civil,33,5
564,564,titulo564,decisao564,Direito Penal,12,1
565,565,titulo565,decisao565,Direito Penal,49,10
566,566,titulo566,decisao566,Direito Penal,14,10
567,567,titulo567,decisao567,Direito Tributário,30,8
568,568,titulo568,decisao568,Direito Tributário,17,7
569,569,titulo569,decisao569,Direito Tributário,41,7
570,570,titulo570,decisao570,Direito Digital,3,7
571,571,titulo571,decisao571,Direito Digital,12,5
572,572,titulo572,decisao572,Direito Digital,17,8
573,573,titulo573,decisao573,Direito Ambiental,37,2
574,574,titulo574,decisao574,Direito Ambiental,39,5
575,575,titulo575,decisao575,Direito Ambiental,20,6
576,576,titulo576,decisao576,Direito do Consumidor,41,6
577,577,titulo577,decisao577,Direito do Consumidor,28,9
578,578,titulo578,decisao578,Direito do Consumidor,10,7
579,579,titulo579,decisao579,Direito do Consumidor,36,5
580,580,titulo580,decisao580,Direito Civil,28,5
581,581,titulo581,decisao581,Direito Civil,30,5
582,582,titulo582,decisao582,Direito Civil,6,7
583,583,titulo583,decisao583,Direito Penal,21,8
584,584,titulo584,decisao584,Direito Penal,12,2
585,585,titulo585,decisao585,Direito Penal,48,5
586,586,titulo586,decisao586,Direito Tributário,31,7
587,587,titulo587,decisao587,Direito Tributário,28,6
588,588,titulo588,decisao588,Direito Tributário,26,5
589,589,titulo589,decisao589,Direito Digital,39,10
590,590,titulo590,decisao590,Direito Digital,36,2
591,591,titulo591,decisao591,Direito Digital,41,3
592,592,titulo592,decisao592,Direito Ambiental,40,8
593,593,titulo593,decisao593,Direito Ambiental,48,7
594,594,titulo594,decisao594,Direito Ambiental,46,5
595,595,titulo595,decisao595,Direito do Consumidor,21,9
596,596,titulo596,decisao596,Direito do Consumidor,41,6
597,597,titulo597,decisao597,Direito do Consumidor,29,9
598,598,titulo598,decisao598,Direito do Consumidor,7,1
599,599,titulo599,decisao599,Direito Civil,27,9
600,600,titulo600,decisao600,Direito Civil,22,6
601,601,titulo601,decisao601,Direito Civil,14,1
602,602,titulo602,decisao602,Direito Penal,2,10
603,603,titulo603,decisao603,Direito Penal,16,6
604,604,titulo604,decisao604,Direito Penal,11,2
605,605,titulo605,decisao605,Direito Tributário,22,1
606,606,titulo606,decisao606,Direito Tributário,15,1
607,607,titulo607,decisao607,Direito Tributário,11,3
608,608,titulo608,decisao608,Direito Digital,21,6
609,609,titulo609,decisao609,Direito Digital,29,5
610,610,titulo610,decisao610,Direito Digital,44,5
611,611,titulo611,decisao611,Direito Ambiental,44,3
612,612,titulo612,decisao612,Direito Ambiental,29,6
613,613,titulo613,decisao613,Direito Ambiental,18,7
614,614,titulo614,decisao614,Direito do Consumidor,37,5
615,615,titulo615,decisao615,Direito do Consumidor,2,10
616,616,titulo616,decisao616,Direito do Consumidor,42,6
617,617,titulo617,decisao617,Direito do Consumidor,44,6
618,618,titulo618,decisao618,Direito Civil,6,4
619,619,titulo619,decisao619,Direito Civil,10,1
620,620,titulo620,decisao620,Direito Civil,18,3
621,621,titulo621,decisao621,Direito Penal,48,1
622,622,titulo622,decisao622,Direito Penal,15,7
623,623,titulo623,decisao623,Direito Penal,15,7
624,624,titulo624,decisao624,Direito Tributário,17,6
625,625,titulo625,decisao625,Direito Tributário,5,1
626,626,titulo626,decisao626,Direito Tributário,33,5
627,627,titulo627,decisao627,Direito Digital,36,5
628,628,titulo628,decisao628,Direito Digital,45,5
629,629,titulo629,decisao629,Direito Digital,24,4
630,630,titulo630,decisao630,Direito Ambiental,34,8
631,631,titulo631,decisao631,Direito Ambiental,11,10
632,632,titulo632,decisao632,Direito Ambiental,25,5
633,633,titulo633,decisao633,Direito do Consumidor,36,8
634,634,titulo634,decisao634,Direito do Consumidor,42,10
635,635,titulo635,decisao635,Direito do Consumidor,1,1
636,636,titulo636,decisao636,Direito do Consumidor,7,1
637,637,titulo637,decisao637,Direito Civil,37,4
638,638,titulo638,decisao638,Direito Civil,50,4
639,639,titulo639,decisao639,Direito Civil,7,6
640,640,titulo640,decisao640,Direito Penal,18,7
641,641,titulo641,decisao641,Direito Penal,7,3
642,642,titulo642,decisao642,Direito Penal,50,6
643,643,titulo643,decisao643,Direito Tributário,27,2
644,644,titulo644,decisao644,Direito Tributário,8,2
645,645,titulo645,decisao645,Direito Tributário,33,2
646,646,titulo646,decisao646,Direito Digital,5,8
647,647,titulo647,decisao647,Direito Digital,27,10
648,648,titulo648,decisao648,Direito Digital,46,7
649,649,titulo649,decisao649,Direito Ambiental,41,10
650,650,titulo650,decisao650,Direito Ambiental,24,6
651,651,titulo651,decisao651,Direito Ambiental,4,3
652,652,titulo652,decisao652,Direito do Consumidor,14,10
653,653,titulo653,decisao653,Direito do Consumidor,28,1
654,654,titulo654,decisao654,Direito do Consumidor,37,6
655,655,titulo655,decisao655,Direito do Consumidor,12,9
656,656,titulo656,decisao656,Direito Civil,26,9
657,657,titulo657,decisao657,Direito Civil,28,7
658,658,titulo658,decisao658,Direito Civil,42,7
659,659,titulo659,decisao659,Direito Penal,11,6
660,660,titulo660,decisao660,Direito Penal,8,6
661,661,titulo661,decisao661,Direito Penal,34,3
662,662,titulo662,decisao662,Direito Tributário,47,5
663,663,titulo663,decisao663,Direito Tributário,50,1
664,664,titulo664,decisao664,Direito Tributário,38,1
665,665,titulo665,decisao665,Direito Digital,33,9
666,666,titulo666,decisao666,Direito Digital,41,6
667,667,titulo667,decisao667,Direito Digital,23,4
668,668,titulo668,decisao668,Direito Ambiental,38,7
669,669,titulo669,decisao669,Direito Ambiental,15,3
670,670,titulo670,decisao670,Direito Ambiental,32,2
671,671,titulo671,decisao671,Direito do Consumidor,3,9
672,672,titulo672,decisao672,Direito do Consumidor,39,3
673,673,titulo673,decisao673,Direito do Consumidor,27,4
674,674,titulo674,decisao674,Direito do Consumidor,50,6
675,675,titulo675,decisao675,Direito Civil,29,4
676,676,titulo676,decisao676,Direito Civil,45,6
677,677,titulo677,decisao677,Direito Civil,27,4
678,678,titulo678,decisao678,Direito Penal,27,5
679,679,titulo679,decisao679,Direito Penal,9,2
680,680,titulo680,decisao680,Direito Penal,39,6
681,681,titulo681,decisao681,Direito Tributário,9,8
682,682,titulo682,decisao682,Direito Tributário,36,4
683,683,titulo683,decisao683,Direito Tributário,14,9
684,684,titulo684,decisao684,Direito Digital,21,6
685,685,titulo685,decisao685,Direito Digital,20,5
686,686,titulo686,decisao686,Direito Digital,9,10
687,687,titulo687,decisao687,Direito Ambiental,23,10
688,688,titulo688,decisao688,Direito Ambiental,30,6
689,689,titulo689,decisao689,Direito Ambiental,15,9
690,690,titulo690,decisao690,Direito do Consumidor,43,5
691,691,titulo691,decisao691,Direito do Consumidor,8,3
692,692,titulo692,decisao692,Direito do Consumidor,14,9
693,693,titulo693,decisao693,Direito do Consumidor,23,3
694,694,titulo694,decisao694,Direito Civil,14,5
695,695,titulo695,decisao695,Direito Civil,43,7
696,696,titulo696,decisao696,Direito Civil,45,7
697,697,titulo697,decisao697,Direito Penal,26,8
698,698,titulo698,decisao698,Direito Penal,3,6
699,699,titulo699,decisao699,Direito Penal,37,6
700,700,titulo700,decisao700,Direito Tributário,12,5
701,701,titulo701,decisao701,Direito Tributário,5,3
702,702,titulo702,decisao702,Direito Tributário,48,8
703,703,titulo703,decisao703,Direito Digital,38,5
704,704,titulo704,decisao704,Direito Digital,37,1
705,705,titulo705,decisao705,Direito Digital,13,8
706,706,titulo706,decisao706,Direito Ambiental,43,1
707,707,titulo707,decisao707,Direito Ambiental,13,7
708,708,titulo708,decisao708,Direito Ambiental,44,5
709,709,titulo709,decisao709,Direito do Consumidor,41,4
710,710,titulo710,decisao710,Direito do Consumidor,9,6
711,711,titulo711,decisao711,Direito do Consumidor,6,9
712,712,titulo712,decisao712,Direito do Consumidor,19,5
713,713,titulo713,decisao713,Direito Civil,34,9
714,714,titulo714,decisao714,Direito Civil,46,10
715,715,titulo715,decisao715,Direito Civil,5,5
716,716,titulo716,decisao716,Direito Penal,11,8
717,717,titulo717,decisao717,Direito Penal,36,1
718,718,titulo718,decisao718,Direito Penal,44,5
719,719,titulo719,decisao719,Direito Tributário,33,2
720,720,titulo720,decisao720,Direito Tributário,1,4
721,721,titulo721,decisao721,Direito Tributário,20,1
722,722,titulo722,decisao722,Direito Digital,14,7
723,723,titulo723,decisao723,Direito Digital,6,10
724,724,titulo724,decisao724,Direito Digital,14,6
725,725,titulo725,decisao725,Direito Ambiental,16,3
726,726,titulo726,decisao726,Direito Ambiental,6,5
727,727,titulo727,decisao727,Direito Ambiental,30,6
728,728,titulo728,decisao728,Direito do Consumidor,4,10
729,729,titulo729,decisao729,Direito do Consumidor,34,4
730,730,titulo730,decisao730,Direito do Consumidor,45,3
731,731,titulo731,decisao731,Direito do Consumidor,2,1
732,732,titulo732,decisao732,Direito Civil,33,1
733,733,titulo733,decisao733,Direito Civil,11,7
734,734,titulo734,decisao734,Direito Civil,24,6
735,735,titulo735,decisao735,Direito Penal,9,4
736,736,titulo736,decisao736,Direito Penal,35,9
737,737,titulo737,decisao737,Direito Penal,39,3
738,738,titulo738,decisao738,Direito Tributário,28,2
739,739,titulo739,decisao739,Direito Tributário,27,5
740,740,titulo740,decisao740,Direito Tributário,14,9
741,741,titulo741,decisao741,Direito Digital,12,2
742,742,titulo742,decisao742,Direito Digital,20,10
743,743,titulo743,decisao743,Direito Digital,6,1
744,744,titulo744,decisao744,Direito Ambiental,43,7
745,745,titulo745,decisao745,Direito Ambiental,25,2
746,746,titulo746,decisao746,Direito Ambiental,22,2
747,747,titulo747,decisao747,Direito do Consumidor,18,9
748,748,titulo748,decisao748,Direito do Consumidor,4,8
749,749,titulo749,decisao749,Direito do Consumidor,13,10
750,750,titulo750,decisao750,Direito do Consumidor,3,4
751,751,titulo751,decisao751,Direito Civil,43,10
752,752,titulo752,decisao752,Direito Civil,33,9
753,753,titulo753,decisao753,Direito Civil,38,10
754,754,titulo754,decisao754,Direito Penal,22,7
755,755,titulo755,decisao755,Direito Penal,8,10
756,756,titulo756,decisao756,Direito Penal,40,9
757,757,titulo757,decisao757,Direito Tributário,5,9
758,758,titulo758,decisao758,Direito Tributário,16,7
759,759,titulo759,decisao759,Direito Tributário,30,9
760,760,titulo760,decisao760,Direito Digital,46,2
761,761,titulo761,decisao761,Direito Digital,43,6
762,762,titulo762,decisao762,Direito Digital,36,8
763,763,titulo763,decisao763,Direito Ambiental,32,7
764,764,titulo764,decisao764,Direito Ambiental,32,4
765,765,titulo765,decisao765,Direito Ambiental,19,10
766,766,titulo766,decisao766,Direito do Consumidor,43,3
767,767,titulo767,decisao767,Direito do Consumidor,23,9
768,768,titulo768,decisao768,Direito do Consumidor,47,8
769,769,titulo769,decisao769,Direito do Consumidor,45,1
770,770,titulo770,decisao770,Direito Civil,40,7
771,771,titulo771,decisao771,Direito Civil,12,2
772,772,titulo772,decisao772,Direito Civil,16,10
773,773,titulo773,decisao773,Direito Penal,21,4
774,774,titulo774,decisao774,Direito Penal,4,7
775,775,titulo775,decisao775,Direito Penal,34,10
776,776,titulo776,decisao776,Direito Tributário,35,1
777,777,titulo777,decisao777,Direito Tributário,44,6
778,778,titulo778,decisao778,Direito Tributário,36,7
779,779,titulo779,decisao779,Direito Digital,25,5
780,780,titulo780,decisao780,Direito Digital,28,7
781,781,titulo781,decisao781,Direito Digital,39,6
782,782,titulo782,decisao782,Direito Ambiental,49,7
783,783,titulo783,decisao783,Direito Ambiental,37,9
784,784,titulo784,decisao784,Direito Ambiental,49,8
785,785,titulo785,decisao785,Direito do Consumidor,10,8
786,786,titulo786,decisao786,Direito do Consumidor,4,2
787,787,titulo787,decisao787,Direito do Consumidor,49,1
788,788,titulo788,decisao788,Direito do Consumidor,9,5
789,789,titulo789,decisao789,Direito Civil,23,5
790,790,titulo790,decisao790,Direito Civil,36,10
791,791,titulo791,decisao791,Direito Civil,42,3
792,792,titulo792,decisao792,Direito Penal,20,2
793,793,titulo793,decisao793,Direito Penal,35,5
794,794,titulo794,decisao794,Direito Penal,28,7
795,795,titulo795,decisao795,Direito Tributário,28,6
796,796,titulo796,decisao796,Direito Tributário,33,9
797,797,titulo797,decisao797,Direito Tributário,26,6
798,798,titulo798,decisao798,Direito Digital,30,9
799,799,titulo799,decisao799,Direito Digital,50,7
800,800,titulo800,decisao800,Direito Digital,19,2
801,801,titulo801,decisao801,Direito Ambiental,3,9
802,802,titulo802,decisao802,Direito Ambiental,34,2
803,803,titulo803,decisao803,Direito Ambiental,13,3
804,804,titulo804,decisao804,Direito do Consumidor,31,2
805,805,titulo805,decisao805,Direito do Consumidor,8,2
806,806,titulo806,decisao806,Direito do Consumidor,27,6
807,807,titulo807,decisao807,Direito do Consumidor,16,3
808,808,titulo808,decisao808,Direito Civil,29,7
809,809,titulo809,decisao809,Direito Civil,26,6
810,810,titulo810,decisao810,Direito Civil,38,4
811,811,titulo811,decisao811,Direito Penal,14,4
812,812,titulo812,decisao812,Direito Penal,12,7
813,813,titulo813,decisao813,Direito Penal,34,3
814,814,titulo814,decisao814,Direito Tributário,6,2
815,815,titulo815,decisao815,Direito Tributário,42,6
816,816,titulo816,decisao816,Direito Tributário,48,7
817,817,titulo817,decisao817,Direito Digital,13,1
818,818,titulo818,decisao818,Direito Digital,50,7
819,819,titulo819,decisao819,Direito Digital,29,1
820,820,titulo820,decisao820,Direito Ambiental,35,5
821,821,titulo821,decisao821,Direito Ambiental,10,9
822,822,titulo822,decisao822,Direito Ambiental,34,10
823,823,titulo823,decisao823,Direito do Consumidor,33,8
824,824,titulo824,decisao824,Direito do Consumidor,8,2
825,825,titulo825,decisao825,Direito do Consumidor,15,8
826,826,titulo826,decisao826,Direito do Consumidor,23,1
827,827,titulo827,decisao827,Direito Civil,49,7
828,828,titulo828,decisao828,Direito Civil,47,3
829,829,titulo829,decisao829,Direito Civil,27,5
830,830,titulo830,decisao830,Direito Penal,12,2
831,831,titulo831,decisao831,Direito Penal,16,4
832,832,titulo832,decisao832,Direito Penal,43,10
833,833,titulo833,decisao833,Direito Tributário,37,2
834,834,titulo834,decisao834,Direito Tributário,47,8
835,835,titulo835,decisao835,Direito Tributário,37,5
836,836,titulo836,decisao836,Direito Digital,18,2
837,837,titulo837,decisao837,Direito Digital,40,1
838,838,titulo838,decisao838,Direito Digital,29,1
839,839,titulo839,decisao839,Direito Ambiental,7,7
840,840,titulo840,decisao840,Direito Ambiental,23,4
841,841,titulo841,decisao841,Direito Ambiental,39,5
842,842,titulo842,decisao842,Direito do Consumidor,34,6
843,843,titulo843,decisao843,Direito do Consumidor,20,8
844,844,titulo844,decisao844,Direito do Consumidor,46,8
845,845,titulo845,decisao845,Direito do Consumidor,46,2
846,846,titulo846,decisao846,Direito Civil,11,2
847,847,titulo847,decisao847,Direito Civil,2,6
848,848,titulo848,decisao848,Direito Civil,29,8
849,849,titulo849,decisao849,Direito Penal,20,3
850,850,titulo850,decisao850,Direito Penal,18,10
851,851,titulo851,decisao851,Direito Penal,46,10
852,852,titulo852,decisao852,Direito Tributário,49,9
853,853,titulo853,decisao853,Direito Tributário,45,5
854,854,titulo854,decisao854,Direito Tributário,32,4
855,855,titulo855,decisao855,Direito Digital,34,9
856,856,titulo856,decisao856,Direito Digital,15,4
857,857,titulo857,decisao857,Direito Digital,25,9
858,858,titulo858,decisao858,Direito Ambiental,30,8
859,859,titulo859,decisao859,Direito Ambiental,50,3
860,860,titulo860,decisao860,Direito Ambiental,14,5
861,861,titulo861,decisao861,Direito do Consumidor,40,2
862,862,titulo862,decisao862,Direito do Consumidor,4,10
863,863,titulo863,decisao863,Direito do Consumidor,17,2
864,864,titulo864,decisao864,Direito do Consumidor,33,2
865,865,titulo865,decisao865,Direito Civil,9,3
866,866,titulo866,decisao866,Direito Civil,33,8
867,867,titulo867,decisao867,Direito Civil,19,2
868,868,titulo868,decisao868,Direito Penal,17,7
869,869,titulo869,decisao869,Direito Penal,9,4
870,870,titulo870,decisao870,Direito Penal,40,10
871,871,titulo871,decisao871,Direito Tributário,14,7
872,872,titulo872,decisao872,Direito Tributário,43,7
873,873,titulo873,decisao873,Direito Tributário,31,6
874,874,titulo874,decisao874,Direito Digital,25,3
875,875,titulo875,decisao875,Direito Digital,38,8
876,876,titulo876,decisao876,Direito Digital,46,8
877,877,titulo877,decisao877,Direito Ambiental,21,6
878,878,titulo878,decisao878,Direito Ambiental,10,7
879,879,titulo879,decisao879,Direito Ambiental,30,1
880,880,titulo880,decisao880,Direito do Consumidor,14,1
881,881,titulo881,decisao881,Direito do Consumidor,32,2
882,882,titulo882,decisao882,Direito do Consumidor,21,6
883,883,titulo883,decisao883,Direito do Consumidor,49,8
884,884,titulo884,decisao884,Direito Civil,38,9
885,885,titulo885,decisao885,Direito Civil,43,8
886,886,titulo886,decisao886,Direito Civil,12,9
887,887,titulo887,decisao887,Direito Penal,21,6
888,888,titulo888,decisao888,Direito Penal,24,3
889,889,titulo889,decisao889,Direito Penal,44,7
890,890,titulo890,decisao890,Direito Tributário,28,9
891,891,titulo891,decisao891,Direito Tributário,41,6
892,892,titulo892,decisao892,Direito Tributário,45,2
893,893,titulo893,decisao893,Direito Digital,35,7
894,894,titulo894,decisao894,Direito Digital,27,2
895,895,titulo895,decisao895,Direito Digital,29,8
896,896,titulo896,decisao896,Direito Ambiental,21,7
897,897,titulo897,decisao897,Direito Ambiental,8,1
898,898,titulo898,decisao898,Direito Ambiental,26,7
899,899,titulo899,decisao899,Direito do Consumidor,39,6
900,900,titulo900,decisao900,Direito do Consumidor,44,8
901,901,titulo901,decisao901,Direito do Consumidor,13,10
902,902,titulo902,decisao902,Direito do Consumidor,14,2
903,903,titulo903,decisao903,Direito Civil,45,6
904,904,titulo904,decisao904,Direito Civil,30,6
905,905,titulo905,decisao905,Direito Civil,40,2
906,906,titulo906,decisao906,Direito Penal,36,8
907,907,titulo907,decisao907,Direito Penal,27,5
908,908,titulo908,decisao908,Direito Penal,48,7
909,909,titulo909,decisao909,Direito Tributário,48,6
910,910,titulo910,decisao910,Direito Tributário,31,5
911,911,titulo911,decisao911,Direito Tributário,38,8
912,912,titulo912,decisao912,Direito Digital,49,6
913,913,titulo913,decisao913,Direito Digital,6,8
914,914,titulo914,decisao914,Direito Digital,37,4
915,915,titulo915,decisao915,Direito Ambiental,11,5
916,916,titulo916,decisao916,Direito Ambiental,13,5
917,917,titulo917,decisao917,Direito Ambiental,26,6
918,918,titulo918,decisao918,Direito do Consumidor,42,2
919,919,titulo919,decisao919,Direito do Consumidor,3,8
920,920,titulo920,decisao920,Direito do Consumidor,4,8
921,921,titulo921,decisao921,Direito do Consumidor,11,7
922,922,titulo922,decisao922,Direito Civil,44,1
923,923,titulo923,decisao923,Direito Civil,33,3
924,924,titulo924,decisao924,Direito Civil,4,8
925,925,titulo925,decisao925,Direito Penal,30,4
926,926,titulo926,decisao926,Direito Penal,4,4
927,927,titulo927,decisao927,Direito Penal,31,8
928,928,titulo928,decisao928,Direito Tributário,43,4
929,929,titulo929,decisao929,Direito Tributário,38,5
930,930,titulo930,decisao930,Direito Tributário,22,3
931,931,titulo931,decisao931,Direito Digital,4,1
932,932,titulo932,decisao932,Direito Digital,11,3
933,933,titulo933,decisao933,Direito Digital,35,1
934,934,titulo934,decisao934,Direito Ambiental,23,8
935,935,titulo935,decisao935,Direito Ambiental,7,9
936,936,titulo936,decisao936,Direito Ambiental,28,4
937,937,titulo937,decisao937,Direito do Consumidor,5,1
938,938,titulo938,decisao938,Direito do Consumidor,30,10
939,939,titulo939,decisao939,Direito do Consumidor,22,7
940,940,titulo940,decisao940,Direito do Consumidor,36,5
941,941,titulo941,decisao941,Direito Civil,35,1
942,942,titulo942,decisao942,Direito Civil,27,2
943,943,titulo943,decisao943,Direito Civil,12,5
944,944,titulo944,decisao944,Direito Penal,6,10
945,945,titulo945,decisao945,Direito Penal,49,10
946,946,titulo946,decisao946,Direito Penal,48,8
947,947,titulo947,decisao947,Direito Tributário,34,4
948,948,titulo948,decisao948,Direito Tributário,7,3
949,949,titulo949,decisao949,Direito Tributário,33,6
950,950,titulo950,decisao950,Direito Digital,20,5
951,951,titulo951,decisao951,Direito Digital,28,1
952,952,titulo952,decisao952,Direito Digital,28,10
953,953,titulo953,decisao953,Direito Ambiental,27,1
954,954,titulo954,decisao954,Direito Ambiental,22,9
955,955,titulo955,decisao955,Direito Ambiental,13,5
956,956,titulo956,decisao956,Direito do Consumidor,9,8
957,957,titulo957,decisao957,Direito do Consumidor,16,7
958,958,titulo958,decisao958,Direito do Consumidor,36,9
959,959,titulo959,decisao959,Direito do Consumidor,26,2
960,960,titulo960,decisao960,Direito Civil,11,2
961,961,titulo961,decisao961,Direito Civil,32,10
962,962,titulo962,decisao962,Direito Civil,42,6
963,963,titulo963,decisao963,Direito Penal,50,5
964,964,titulo964,decisao964,Direito Penal,9,4
965,965,titulo965,decisao965,Direito Penal,5,3
966,966,titulo966,decisao966,Direito Tributário,44,10
967,967,titulo967,decisao967,Direito Tributário,34,10
968,968,titulo968,decisao968,Direito Tributário,45,9
969,969,titulo969,decisao969,Direito Digital,9,1
970,970,titulo970,decisao970,Direito Digital,39,10
971,971,titulo971,decisao971,Direito Digital,39,5
972,972,titulo972,decisao972,Direito Ambiental,29,2
973,973,titulo973,decisao973,Direito Ambiental,40,5
974,974,titulo974,decisao974,Direito Ambiental,31,6
975,975,titulo975,decisao975,Direito do Consumidor,26,10
976,976,titulo976,decisao976,Direito do Consumidor,31,9
977,977,titulo977,decisao977,Direito do Consumidor,3,9
978,978,titulo978,decisao978,Direito do Consumidor,25,8
979,979,titulo979,decisao979,Direito Civil,24,8
980,980,titulo980,decisao980,Direito Civil,28,6
981,981,titulo981,decisao981,Direito Civil,37,5
982,982,titulo982,decisao982,Direito Penal,26,1
983,983,titulo983,decisao983,Direito Penal,42,3
984,984,titulo984,decisao984,Direito Penal,20,5
985,985,titulo985,decisao985,Direito Tributário,5,4
986,986,titulo986,decisao986,Direito Tributário,7,4
987,987,titulo987,decisao987,Direito Tributário,48,6
988,988,titulo988,decisao988,Direito Digital,21,7
989,989,titulo989,decisao989,Direito Digital,18,9
990,990,titulo990,decisao990,Direito Digital,10,1
991,991,titulo991,decisao991,Direito Ambiental,15,4
992,992,titulo992,decisao992,Direito Ambiental,3,5
993,993,titulo993,decisao993,Direito Ambiental,38,8
994,994,titulo994,decisao994,Direito do Consumidor,24,8
995,995,titulo995,decisao995,Direito do Consumidor,12,6
996,996,titulo996,decisao996,Direito do Consumidor,1,4
997,997,titulo997,decisao997,Direito do Consumidor,18,6
998,998,titulo998,decisao998,Direito Civil,2,4
999,999,titulo999,decisao999,Direito Civil,41,8
1000,1000,titulo1000,decisao1000,Direito Civil,37,9
