decisao_id,numero_da_decisao,resumo_da_decisao,conteudo_da_decisao,juiz_id,processo_id,lei_id
515,decisao 515,resumo 515,conteudo 515,86,562,68
516,decisao 516,resumo 516,conteudo 516,64,740,92
517,decisao 517,resumo 517,conteudo 517,22,142,85
518,decisao 518,resumo 518,conteudo 518,54,202,95
519,decisao 519,resumo 519,conteudo 519,13,707,178
520,decisao 520,resumo 520,conteudo 520,16,725,327
521,decisao 521,resumo 521,conteudo 521,98,35,180
522,decisao 522,resumo 522,conteudo 522,53,760,51
523,decisao 523,resumo 523,conteudo 523,4,95,24
524,decisao 524,resumo 524,conteudo 524,14,381,174
525,decisao 525,resumo 525,conteudo 525,39,173,106
526,decisao 526,resumo 526,conteudo 526,20,504,113
527,decisao 527,resumo 527,conteudo 527,72,802,60
528,decisao 528,resumo 528,conteudo 528,5,217,347
529,decisao 529,resumo 529,conteudo 529,33,862,483
530,decisao 530,resumo 530,conteudo 530,60,632,262
531,decisao 531,resumo 531,conteudo 531,41,427,323
532,decisao 532,resumo 532,conteudo 532,100,948,472
533,decisao 533,resumo 533,conteudo 533,21,189,390
534,decisao 534,resumo 534,conteudo 534,98,694,249
535,decisao 535,resumo 535,conteudo 535,61,59,37
536,decisao 536,resumo 536,conteudo 536,93,8,134
537,decisao 537,resumo 537,conteudo 537,61,570,226
538,decisao 538,resumo 538,conteudo 538,10,865,27
539,decisao 539,resumo 539,conteudo 539,22,346,29
540,decisao 540,resumo 540,conteudo 540,20,348,447
541,decisao 541,resumo 541,conteudo 541,91,394,14
542,decisao 542,resumo 542,conteudo 542,30,573,235
543,decisao 543,resumo 543,conteudo 543,8,490,29
544,decisao 544,resumo 544,conteudo 544,57,286,426
545,decisao 545,resumo 545,conteudo 545,94,595,222
546,decisao 546,resumo 546,conteudo 546,7,560,448
547,decisao 547,resumo 547,conteudo 547,37,788,66
548,decisao 548,resumo 548,conteudo 548,55,163,479
549,decisao 549,resumo 549,conteudo 549,8,577,178
550,decisao 550,resumo 550,conteudo 550,12,913,411
551,decisao 551,resumo 551,conteudo 551,76,146,161
552,decisao 552,resumo 552,conteudo 552,98,370,174
553,decisao 553,resumo 553,conteudo 553,3,383,317
554,decisao 554,resumo 554,conteudo 554,28,941,36
555,decisao 555,resumo 555,conteudo 555,84,674,172
556,decisao 556,resumo 556,conteudo 556,6,280,12
557,decisao 557,resumo 557,conteudo 557,94,508,204
558,decisao 558,resumo 558,conteudo 558,60,657,329
559,decisao 559,resumo 559,conteudo 559,7,657,53
560,decisao 560,resumo 560,conteudo 560,22,515,160
561,decisao 561,resumo 561,conteudo 561,8,983,34
562,decisao 562,resumo 562,conteudo 562,54,325,42
563,decisao 563,resumo 563,conteudo 563,64,668,76
564,decisao 564,resumo 564,conteudo 564,7,740,54
565,decisao 565,resumo 565,conteudo 565,59,26,310
566,decisao 566,resumo 566,conteudo 566,73,232,46
567,decisao 567,resumo 567,conteudo 567,76,602,156
568,decisao 568,resumo 568,conteudo 568,2,254,415
569,decisao 569,resumo 569,conteudo 569,58,1000,90
570,decisao 570,resumo 570,conteudo 570,78,482,225
571,decisao 571,resumo 571,conteudo 571,47,846,359
572,decisao 572,resumo 572,conteudo 572,33,362,229
573,decisao 573,resumo 573,conteudo 573,5,957,21
574,decisao 574,resumo 574,conteudo 574,26,132,97
575,decisao 575,resumo 575,conteudo 575,66,14,163
576,decisao 576,resumo 576,conteudo 576,91,321,109
577,decisao 577,resumo 577,conteudo 577,9,190,65
578,decisao 578,resumo 578,conteudo 578,10,819,23
579,decisao 579,resumo 579,conteudo 579,30,287,444
580,decisao 580,resumo 580,conteudo 580,34,603,452
581,decisao 581,resumo 581,conteudo 581,51,109,297
582,decisao 582,resumo 582,conteudo 582,62,969,446
583,decisao 583,resumo 583,conteudo 583,22,819,218
584,decisao 584,resumo 584,conteudo 584,27,943,389
585,decisao 585,resumo 585,conteudo 585,26,299,66
586,decisao 586,resumo 586,conteudo 586,56,366,429
587,decisao 587,resumo 587,conteudo 587,19,171,288
588,decisao 588,resumo 588,conteudo 588,60,834,133
589,decisao 589,resumo 589,conteudo 589,81,488,61
590,decisao 590,resumo 590,conteudo 590,7,494,119
591,decisao 591,resumo 591,conteudo 591,3,931,341
592,decisao 592,resumo 592,conteudo 592,29,474,246
593,decisao 593,resumo 593,conteudo 593,61,229,449
594,decisao 594,resumo 594,conteudo 594,97,490,137
595,decisao 595,resumo 595,conteudo 595,5,847,26
596,decisao 596,resumo 596,conteudo 596,35,370,144
597,decisao 597,resumo 597,conteudo 597,11,732,86
598,decisao 598,resumo 598,conteudo 598,93,373,419
599,decisao 599,resumo 599,conteudo 599,64,437,93
600,decisao 600,resumo 600,conteudo 600,49,626,182
601,decisao 601,resumo 601,conteudo 601,14,668,415
602,decisao 602,resumo 602,conteudo 602,49,832,188
603,decisao 603,resumo 603,conteudo 603,64,11,78
604,decisao 604,resumo 604,conteudo 604,16,578,70
605,decisao 605,resumo 605,conteudo 605,61,780,425
606,decisao 606,resumo 606,conteudo 606,88,462,91
607,decisao 607,resumo 607,conteudo 607,45,503,243
608,decisao 608,resumo 608,conteudo 608,48,901,268
609,decisao 609,resumo 609,conteudo 609,20,23,450
610,decisao 610,resumo 610,conteudo 610,65,634,465
611,decisao 611,resumo 611,conteudo 611,22,595,228
612,decisao 612,resumo 612,conteudo 612,61,594,259
613,decisao 613,resumo 613,conteudo 613,100,291,90
614,decisao 614,resumo 614,conteudo 614,69,205,360
615,decisao 615,resumo 615,conteudo 615,32,99,141
616,decisao 616,resumo 616,conteudo 616,46,374,425
617,decisao 617,resumo 617,conteudo 617,24,716,130
618,decisao 618,resumo 618,conteudo 618,23,541,7
619,decisao 619,resumo 619,conteudo 619,49,815,370
620,decisao 620,resumo 620,conteudo 620,13,455,366
621,decisao 621,resumo 621,conteudo 621,32,650,130
622,decisao 622,resumo 622,conteudo 622,10,181,484
623,decisao 623,resumo 623,conteudo 623,51,201,335
624,decisao 624,resumo 624,conteudo 624,29,327,422
625,decisao 625,resumo 625,conteudo 625,75,835,8
626,decisao 626,resumo 626,conteudo 626,92,421,108
627,decisao 627,resumo 627,conteudo 627,86,480,405
628,decisao 628,resumo 628,conteudo 628,53,932,37
629,decisao 629,resumo 629,conteudo 629,43,103,142
630,decisao 630,resumo 630,conteudo 630,78,678,223
631,decisao 631,resumo 631,conteudo 631,95,728,267
632,decisao 632,resumo 632,conteudo 632,74,739,185
633,decisao 633,resumo 633,conteudo 633,42,169,343
634,decisao 634,resumo 634,conteudo 634,92,943,122
635,decisao 635,resumo 635,conteudo 635,84,247,74
636,decisao 636,resumo 636,conteudo 636,94,305,184
637,decisao 637,resumo 637,conteudo 637,53,575,279
638,decisao 638,resumo 638,conteudo 638,11,974,312
639,decisao 639,resumo 639,conteudo 639,58,918,410
640,decisao 640,resumo 640,conteudo 640,52,810,41
641,decisao 641,resumo 641,conteudo 641,78,65,128
642,decisao 642,resumo 642,conteudo 642,73,503,227
643,decisao 643,resumo 643,conteudo 643,79,984,275
644,decisao 644,resumo 644,conteudo 644,40,253,411
645,decisao 645,resumo 645,conteudo 645,39,862,121
646,decisao 646,resumo 646,conteudo 646,24,859,100
647,decisao 647,resumo 647,conteudo 647,65,2,276
648,decisao 648,resumo 648,conteudo 648,92,583,152
649,decisao 649,resumo 649,conteudo 649,4,704,345
650,decisao 650,resumo 650,conteudo 650,87,454,318
651,decisao 651,resumo 651,conteudo 651,3,282,387
652,decisao 652,resumo 652,conteudo 652,46,318,213
653,decisao 653,resumo 653,conteudo 653,68,531,296
654,decisao 654,resumo 654,conteudo 654,98,82,292
655,decisao 655,resumo 655,conteudo 655,75,865,112
656,decisao 656,resumo 656,conteudo 656,91,771,2
657,decisao 657,resumo 657,conteudo 657,63,247,430
658,decisao 658,resumo 658,conteudo 658,49,728,271
659,decisao 659,resumo 659,conteudo 659,44,73,216
660,decisao 660,resumo 660,conteudo 660,72,461,86
661,decisao 661,resumo 661,conteudo 661,20,612,172
662,decisao 662,resumo 662,conteudo 662,96,59,61
663,decisao 663,resumo 663,conteudo 663,9,369,71
664,decisao 664,resumo 664,conteudo 664,3,336,115
665,decisao 665,resumo 665,conteudo 665,32,533,435
666,decisao 666,resumo 666,conteudo 666,7,909,126
667,decisao 667,resumo 667,conteudo 667,53,759,45
668,decisao 668,resumo 668,conteudo 668,28,155,216
669,decisao 669,resumo 669,conteudo 669,12,84,181
670,decisao 670,resumo 670,conteudo 670,62,280,417
671,decisao 671,resumo 671,conteudo 671,3,151,419
672,decisao 672,resumo 672,conteudo 672,49,528,270
673,decisao 673,resumo 673,conteudo 673,49,272,300
674,decisao 674,resumo 674,conteudo 674,38,103,249
675,decisao 675,resumo 675,conteudo 675,100,513,349
676,decisao 676,resumo 676,conteudo 676,55,637,408
677,decisao 677,resumo 677,conteudo 677,62,944,259
678,decisao 678,resumo 678,conteudo 678,35,712,304
679,decisao 679,resumo 679,conteudo 679,53,193,152
680,decisao 680,resumo 680,conteudo 680,5,235,411
681,decisao 681,resumo 681,conteudo 681,74,840,3
682,decisao 682,resumo 682,conteudo 682,51,618,238
683,decisao 683,resumo 683,conteudo 683,60,149,429
684,decisao 684,resumo 684,conteudo 684,65,532,306
685,decisao 685,resumo 685,conteudo 685,96,748,482
686,decisao 686,resumo 686,conteudo 686,2,312,80
687,decisao 687,resumo 687,conteudo 687,95,220,206
688,decisao 688,resumo 688,conteudo 688,6,99,16
689,decisao 689,resumo 689,conteudo 689,4,546,191
690,decisao 690,resumo 690,conteudo 690,13,916,406
691,decisao 691,resumo 691,conteudo 691,75,212,247
692,decisao 692,resumo 692,conteudo 692,91,749,304
693,decisao 693,resumo 693,conteudo 693,88,457,75
694,decisao 694,resumo 694,conteudo 694,62,623,454
695,decisao 695,resumo 695,conteudo 695,8,623,90
696,decisao 696,resumo 696,conteudo 696,6,915,228
697,decisao 697,resumo 697,conteudo 697,8,71,84
698,decisao 698,resumo 698,conteudo 698,87,31,289
699,decisao 699,resumo 699,conteudo 699,33,199,168
700,decisao 700,resumo 700,conteudo 700,95,369,33
701,decisao 701,resumo 701,conteudo 701,47,968,248
702,decisao 702,resumo 702,conteudo 702,51,33,158
703,decisao 703,resumo 703,conteudo 703,51,69,297
704,decisao 704,resumo 704,conteudo 704,100,2,219
705,decisao 705,resumo 705,conteudo 705,43,570,305
706,decisao 706,resumo 706,conteudo 706,20,405,145
707,decisao 707,resumo 707,conteudo 707,85,571,353
708,decisao 708,resumo 708,conteudo 708,51,527,155
709,decisao 709,resumo 709,conteudo 709,18,156,311
710,decisao 710,resumo 710,conteudo 710,99,490,41
711,decisao 711,resumo 711,conteudo 711,40,314,96
712,decisao 712,resumo 712,conteudo 712,47,994,463
713,decisao 713,resumo 713,conteudo 713,59,416,100
714,decisao 714,resumo 714,conteudo 714,40,481,279
715,decisao 715,resumo 715,conteudo 715,28,427,500
716,decisao 716,resumo 716,conteudo 716,5,511,326
717,decisao 717,resumo 717,conteudo 717,68,540,222
718,decisao 718,resumo 718,conteudo 718,94,86,374
719,decisao 719,resumo 719,conteudo 719,29,369,437
720,decisao 720,resumo 720,conteudo 720,4,477,340
721,decisao 721,resumo 721,conteudo 721,23,663,151
722,decisao 722,resumo 722,conteudo 722,79,227,444
723,decisao 723,resumo 723,conteudo 723,63,293,134
724,decisao 724,resumo 724,conteudo 724,77,576,333
725,decisao 725,resumo 725,conteudo 725,53,186,275
726,decisao 726,resumo 726,conteudo 726,16,895,302
727,decisao 727,resumo 727,conteudo 727,53,795,326
728,decisao 728,resumo 728,conteudo 728,40,653,61
729,decisao 729,resumo 729,conteudo 729,48,904,218
730,decisao 730,resumo 730,conteudo 730,90,148,108
731,decisao 731,resumo 731,conteudo 731,97,18,111
732,decisao 732,resumo 732,conteudo 732,58,365,199
733,decisao 733,resumo 733,conteudo 733,66,379,232
734,decisao 734,resumo 734,conteudo 734,37,154,150
735,decisao 735,resumo 735,conteudo 735,31,329,377
736,decisao 736,resumo 736,conteudo 736,2,922,210
737,decisao 737,resumo 737,conteudo 737,47,797,330
738,decisao 738,resumo 738,conteudo 738,2,67,446
739,decisao 739,resumo 739,conteudo 739,39,392,213
740,decisao 740,resumo 740,conteudo 740,88,141,138
741,decisao 741,resumo 741,conteudo 741,71,356,160
742,decisao 742,resumo 742,conteudo 742,39,946,359
743,decisao 743,resumo 743,conteudo 743,69,764,494
744,decisao 744,resumo 744,conteudo 744,74,70,60
745,decisao 745,resumo 745,conteudo 745,46,773,258
746,decisao 746,resumo 746,conteudo 746,59,400,254
747,decisao 747,resumo 747,conteudo 747,86,356,126
748,decisao 748,resumo 748,conteudo 748,43,502,93
749,decisao 749,resumo 749,conteudo 749,40,888,241
750,decisao 750,resumo 750,conteudo 750,16,337,340
751,decisao 751,resumo 751,conteudo 751,72,907,398
752,decisao 752,resumo 752,conteudo 752,86,875,46
753,decisao 753,resumo 753,conteudo 753,88,156,159
754,decisao 754,resumo 754,conteudo 754,80,408,3
755,decisao 755,resumo 755,conteudo 755,26,719,295
756,decisao 756,resumo 756,conteudo 756,57,123,493
757,decisao 757,resumo 757,conteudo 757,89,399,479
758,decisao 758,resumo 758,conteudo 758,41,122,60
759,decisao 759,resumo 759,conteudo 759,78,257,233
760,decisao 760,resumo 760,conteudo 760,96,242,119
761,decisao 761,resumo 761,conteudo 761,55,10,257
762,decisao 762,resumo 762,conteudo 762,17,673,160
763,decisao 763,resumo 763,conteudo 763,22,222,406
764,decisao 764,resumo 764,conteudo 764,8,281,171
765,decisao 765,resumo 765,conteudo 765,58,140,472
766,decisao 766,resumo 766,conteudo 766,47,236,409
767,decisao 767,resumo 767,conteudo 767,68,982,374
768,decisao 768,resumo 768,conteudo 768,39,453,218
769,decisao 769,resumo 769,conteudo 769,11,452,346
770,decisao 770,resumo 770,conteudo 770,56,138,406
771,decisao 771,resumo 771,conteudo 771,2,695,32
772,decisao 772,resumo 772,conteudo 772,9,391,211
773,decisao 773,resumo 773,conteudo 773,89,308,136
774,decisao 774,resumo 774,conteudo 774,39,840,250
775,decisao 775,resumo 775,conteudo 775,47,502,399
776,decisao 776,resumo 776,conteudo 776,68,1,460
777,decisao 777,resumo 777,conteudo 777,68,70,155
778,decisao 778,resumo 778,conteudo 778,73,502,174
779,decisao 779,resumo 779,conteudo 779,97,187,88
780,decisao 780,resumo 780,conteudo 780,15,252,119
781,decisao 781,resumo 781,conteudo 781,90,512,499
782,decisao 782,resumo 782,conteudo 782,31,196,135
783,decisao 783,resumo 783,conteudo 783,93,257,398
784,decisao 784,resumo 784,conteudo 784,54,265,1
785,decisao 785,resumo 785,conteudo 785,51,123,117
786,decisao 786,resumo 786,conteudo 786,99,797,211
787,decisao 787,resumo 787,conteudo 787,95,298,410
788,decisao 788,resumo 788,conteudo 788,35,268,417
789,decisao 789,resumo 789,conteudo 789,84,739,232
790,decisao 790,resumo 790,conteudo 790,80,754,44
791,decisao 791,resumo 791,conteudo 791,9,711,440
792,decisao 792,resumo 792,conteudo 792,27,690,414
793,decisao 793,resumo 793,conteudo 793,7,393,426
794,decisao 794,resumo 794,conteudo 794,55,306,11
795,decisao 795,resumo 795,conteudo 795,63,840,259
796,decisao 796,resumo 796,conteudo 796,10,282,438
797,decisao 797,resumo 797,conteudo 797,27,311,24
798,decisao 798,resumo 798,conteudo 798,99,960,443
799,decisao 799,resumo 799,conteudo 799,94,313,76
800,decisao 800,resumo 800,conteudo 800,24,376,136
801,decisao 801,resumo 801,conteudo 801,34,163,40
802,decisao 802,resumo 802,conteudo 802,44,757,436
803,decisao 803,resumo 803,conteudo 803,8,383,238
804,decisao 804,resumo 804,conteudo 804,46,713,60
805,decisao 805,resumo 805,conteudo 805,84,723,351
806,decisao 806,resumo 806,conteudo 806,67,674,146
807,decisao 807,resumo 807,conteudo 807,74,892,122
808,decisao 808,resumo 808,conteudo 808,67,634,107
809,decisao 809,resumo 809,conteudo 809,61,333,66
810,decisao 810,resumo 810,conteudo 810,44,271,221
811,decisao 811,resumo 811,conteudo 811,62,543,485
812,decisao 812,resumo 812,conteudo 812,6,95,122
813,decisao 813,resumo 813,conteudo 813,50,874,133
814,decisao 814,resumo 814,conteudo 814,96,554,459
815,decisao 815,resumo 815,conteudo 815,82,675,269
816,decisao 816,resumo 816,conteudo 816,77,63,284
817,decisao 817,resumo 817,conteudo 817,22,192,89
818,decisao 818,resumo 818,conteudo 818,15,518,22
819,decisao 819,resumo 819,conteudo 819,71,29,254
820,decisao 820,resumo 820,conteudo 820,98,850,481
821,decisao 821,resumo 821,conteudo 821,64,638,301
822,decisao 822,resumo 822,conteudo 822,52,749,38
823,decisao 823,resumo 823,conteudo 823,21,155,19
824,decisao 824,resumo 824,conteudo 824,41,740,308
825,decisao 825,resumo 825,conteudo 825,12,454,100
826,decisao 826,resumo 826,conteudo 826,3,582,336
827,decisao 827,resumo 827,conteudo 827,57,313,281
828,decisao 828,resumo 828,conteudo 828,50,342,240
829,decisao 829,resumo 829,conteudo 829,38,618,8
830,decisao 830,resumo 830,conteudo 830,85,76,398
831,decisao 831,resumo 831,conteudo 831,78,525,247
832,decisao 832,resumo 832,conteudo 832,88,203,433
833,decisao 833,resumo 833,conteudo 833,47,236,450
834,decisao 834,resumo 834,conteudo 834,41,525,491
835,decisao 835,resumo 835,conteudo 835,9,43,49
836,decisao 836,resumo 836,conteudo 836,58,160,432
837,decisao 837,resumo 837,conteudo 837,34,7,176
838,decisao 838,resumo 838,conteudo 838,72,861,486
839,decisao 839,resumo 839,conteudo 839,33,438,382
840,decisao 840,resumo 840,conteudo 840,60,514,27
841,decisao 841,resumo 841,conteudo 841,99,33,116
842,decisao 842,resumo 842,conteudo 842,43,467,99
843,decisao 843,resumo 843,conteudo 843,54,987,149
844,decisao 844,resumo 844,conteudo 844,67,132,71
845,decisao 845,resumo 845,conteudo 845,4,450,59
846,decisao 846,resumo 846,conteudo 846,67,241,487
847,decisao 847,resumo 847,conteudo 847,77,943,174
848,decisao 848,resumo 848,conteudo 848,40,307,343
849,decisao 849,resumo 849,conteudo 849,17,919,322
850,decisao 850,resumo 850,conteudo 850,36,561,295
851,decisao 851,resumo 851,conteudo 851,78,679,37
852,decisao 852,resumo 852,conteudo 852,6,839,134
853,decisao 853,resumo 853,conteudo 853,1,513,489
854,decisao 854,resumo 854,conteudo 854,57,53,281
855,decisao 855,resumo 855,conteudo 855,14,119,354
856,decisao 856,resumo 856,conteudo 856,96,321,98
857,decisao 857,resumo 857,conteudo 857,64,573,351
858,decisao 858,resumo 858,conteudo 858,22,854,323
859,decisao 859,resumo 859,conteudo 859,36,439,33
860,decisao 860,resumo 860,conteudo 860,58,883,279
861,decisao 861,resumo 861,conteudo 861,36,80,280
862,decisao 862,resumo 862,conteudo 862,4,225,500
863,decisao 863,resumo 863,conteudo 863,47,729,358
864,decisao 864,resumo 864,conteudo 864,44,595,132
865,decisao 865,resumo 865,conteudo 865,75,476,384
866,decisao 866,resumo 866,conteudo 866,38,391,116
867,decisao 867,resumo 867,conteudo 867,41,526,66
868,decisao 868,resumo 868,conteudo 868,73,828,57
869,decisao 869,resumo 869,conteudo 869,97,668,218
870,decisao 870,resumo 870,conteudo 870,5,71,392
871,decisao 871,resumo 871,conteudo 871,97,581,261
872,decisao 872,resumo 872,conteudo 872,40,462,15
873,decisao 873,resumo 873,conteudo 873,69,76,81
874,decisao 874,resumo 874,conteudo 874,76,264,98
875,decisao 875,resumo 875,conteudo 875,54,479,170
876,decisao 876,resumo 876,conteudo 876,44,141,390
877,decisao 877,resumo 877,conteudo 877,54,134,367
878,decisao 878,resumo 878,conteudo 878,47,377,399
879,decisao 879,resumo 879,conteudo 879,63,21,232
880,decisao 880,resumo 880,conteudo 880,87,891,199
881,decisao 881,resumo 881,conteudo 881,53,2,104
882,decisao 882,resumo 882,conteudo 882,99,90,286
883,decisao 883,resumo 883,conteudo 883,32,645,39
884,decisao 884,resumo 884,conteudo 884,10,838,327
885,decisao 885,resumo 885,conteudo 885,55,114,77
886,decisao 886,resumo 886,conteudo 886,34,658,274
887,decisao 887,resumo 887,conteudo 887,29,574,192
888,decisao 888,resumo 888,conteudo 888,76,713,369
889,decisao 889,resumo 889,conteudo 889,8,354,120
890,decisao 890,resumo 890,conteudo 890,51,962,500
891,decisao 891,resumo 891,conteudo 891,50,395,499
892,decisao 892,resumo 892,conteudo 892,68,769,47
893,decisao 893,resumo 893,conteudo 893,2,257,298
894,decisao 894,resumo 894,conteudo 894,81,173,186
895,decisao 895,resumo 895,conteudo 895,62,562,281
896,decisao 896,resumo 896,conteudo 896,69,918,371
897,decisao 897,resumo 897,conteudo 897,47,817,341
898,decisao 898,resumo 898,conteudo 898,44,859,129
899,decisao 899,resumo 899,conteudo 899,81,829,35
900,decisao 900,resumo 900,conteudo 900,68,843,336
901,decisao 901,resumo 901,conteudo 901,39,170,290
902,decisao 902,resumo 902,conteudo 902,34,1000,137
903,decisao 903,resumo 903,conteudo 903,45,862,368
904,decisao 904,resumo 904,conteudo 904,90,881,80
905,decisao 905,resumo 905,conteudo 905,23,705,115
906,decisao 906,resumo 906,conteudo 906,10,493,372
907,decisao 907,resumo 907,conteudo 907,73,280,152
908,decisao 908,resumo 908,conteudo 908,97,351,251
909,decisao 909,resumo 909,conteudo 909,39,919,9
910,decisao 910,resumo 910,conteudo 910,13,500,68
911,decisao 911,resumo 911,conteudo 911,72,264,448
912,decisao 912,resumo 912,conteudo 912,11,671,330
913,decisao 913,resumo 913,conteudo 913,58,354,7
914,decisao 914,resumo 914,conteudo 914,32,19,26
915,decisao 915,resumo 915,conteudo 915,72,992,364
916,decisao 916,resumo 916,conteudo 916,65,43,428
917,decisao 917,resumo 917,conteudo 917,88,205,299
918,decisao 918,resumo 918,conteudo 918,31,410,58
919,decisao 919,resumo 919,conteudo 919,75,812,108
920,decisao 920,resumo 920,conteudo 920,19,830,402
921,decisao 921,resumo 921,conteudo 921,54,912,70
922,decisao 922,resumo 922,conteudo 922,76,382,470
923,decisao 923,resumo 923,conteudo 923,3,762,110
924,decisao 924,resumo 924,conteudo 924,60,281,317
925,decisao 925,resumo 925,conteudo 925,100,937,355
926,decisao 926,resumo 926,conteudo 926,23,254,238
927,decisao 927,resumo 927,conteudo 927,18,785,263
928,decisao 928,resumo 928,conteudo 928,99,459,127
929,decisao 929,resumo 929,conteudo 929,11,108,137
930,decisao 930,resumo 930,conteudo 930,89,545,356
931,decisao 931,resumo 931,conteudo 931,27,984,174
932,decisao 932,resumo 932,conteudo 932,99,6,37
933,decisao 933,resumo 933,conteudo 933,65,406,29
934,decisao 934,resumo 934,conteudo 934,4,642,30
935,decisao 935,resumo 935,conteudo 935,19,123,124
936,decisao 936,resumo 936,conteudo 936,85,690,290
937,decisao 937,resumo 937,conteudo 937,54,66,404
938,decisao 938,resumo 938,conteudo 938,66,671,129
939,decisao 939,resumo 939,conteudo 939,2,204,19
940,decisao 940,resumo 940,conteudo 940,87,451,110
941,decisao 941,resumo 941,conteudo 941,39,159,96
942,decisao 942,resumo 942,conteudo 942,40,414,17
943,decisao 943,resumo 943,conteudo 943,56,991,348
944,decisao 944,resumo 944,conteudo 944,85,758,245
945,decisao 945,resumo 945,conteudo 945,57,991,119
946,decisao 946,resumo 946,conteudo 946,99,967,343
947,decisao 947,resumo 947,conteudo 947,26,293,123
948,decisao 948,resumo 948,conteudo 948,11,816,416
949,decisao 949,resumo 949,conteudo 949,17,60,85
950,decisao 950,resumo 950,conteudo 950,95,491,284
951,decisao 951,resumo 951,conteudo 951,64,356,349
952,decisao 952,resumo 952,conteudo 952,76,39,480
953,decisao 953,resumo 953,conteudo 953,5,106,466
954,decisao 954,resumo 954,conteudo 954,44,815,302
955,decisao 955,resumo 955,conteudo 955,13,866,15
956,decisao 956,resumo 956,conteudo 956,94,613,367
957,decisao 957,resumo 957,conteudo 957,12,703,394
958,decisao 958,resumo 958,conteudo 958,20,775,458
959,decisao 959,resumo 959,conteudo 959,85,903,339
960,decisao 960,resumo 960,conteudo 960,9,906,497
961,decisao 961,resumo 961,conteudo 961,15,770,4
962,decisao 962,resumo 962,conteudo 962,23,460,212
963,decisao 963,resumo 963,conteudo 963,57,599,466
964,decisao 964,resumo 964,conteudo 964,65,700,12
965,decisao 965,resumo 965,conteudo 965,98,932,238
966,decisao 966,resumo 966,conteudo 966,37,536,14
967,decisao 967,resumo 967,conteudo 967,39,475,26
968,decisao 968,resumo 968,conteudo 968,7,965,147
969,decisao 969,resumo 969,conteudo 969,59,531,306
970,decisao 970,resumo 970,conteudo 970,74,143,43
971,decisao 971,resumo 971,conteudo 971,6,575,1
972,decisao 972,resumo 972,conteudo 972,71,281,262
973,decisao 973,resumo 973,conteudo 973,57,391,222
974,decisao 974,resumo 974,conteudo 974,94,961,91
975,decisao 975,resumo 975,conteudo 975,88,594,233
976,decisao 976,resumo 976,conteudo 976,13,396,177
977,decisao 977,resumo 977,conteudo 977,42,201,226
978,decisao 978,resumo 978,conteudo 978,24,740,294
979,decisao 979,resumo 979,conteudo 979,26,904,28
980,decisao 980,resumo 980,conteudo 980,95,965,159
981,decisao 981,resumo 981,conteudo 981,51,765,263
982,decisao 982,resumo 982,conteudo 982,88,702,214
983,decisao 983,resumo 983,conteudo 983,35,282,440
984,decisao 984,resumo 984,conteudo 984,8,684,426
985,decisao 985,resumo 985,conteudo 985,11,552,239
986,decisao 986,resumo 986,conteudo 986,69,940,476
987,decisao 987,resumo 987,conteudo 987,2,412,183
988,decisao 988,resumo 988,conteudo 988,33,374,90
989,decisao 989,resumo 989,conteudo 989,63,798,170
990,decisao 990,resumo 990,conteudo 990,41,485,398
991,decisao 991,resumo 991,conteudo 991,49,436,261
992,decisao 992,resumo 992,conteudo 992,86,477,384
993,decisao 993,resumo 993,conteudo 993,83,545,312
994,decisao 994,resumo 994,conteudo 994,45,723,247
995,decisao 995,resumo 995,conteudo 995,34,415,318
996,decisao 996,resumo 996,conteudo 996,31,706,403
997,decisao 997,resumo 997,conteudo 997,39,672,259
998,decisao 998,resumo 998,conteudo 998,80,181,51
999,decisao 999,resumo 999,conteudo 999,14,409,34
1000,decisao 1000,resumo 1000,conteudo 1000,89,634,3
1001,decisao 1001,resumo 1001,conteudo 1001,38,242,227
1002,decisao 1002,resumo 1002,conteudo 1002,8,957,431
1003,decisao 1003,resumo 1003,conteudo 1003,57,919,294
1004,decisao 1004,resumo 1004,conteudo 1004,46,714,26
1005,decisao 1005,resumo 1005,conteudo 1005,33,407,63
1006,decisao 1006,resumo 1006,conteudo 1006,88,22,281
1007,decisao 1007,resumo 1007,conteudo 1007,52,899,155
1008,decisao 1008,resumo 1008,conteudo 1008,48,637,246
1009,decisao 1009,resumo 1009,conteudo 1009,2,383,188
1010,decisao 1010,resumo 1010,conteudo 1010,41,906,30
1011,decisao 1011,resumo 1011,conteudo 1011,11,60,114
1012,decisao 1012,resumo 1012,conteudo 1012,1,384,386
1013,decisao 1013,resumo 1013,conteudo 1013,65,628,443
1014,decisao 1014,resumo 1014,conteudo 1014,30,542,100
1015,decisao 1015,resumo 1015,conteudo 1015,65,955,106
1016,decisao 1016,resumo 1016,conteudo 1016,33,823,22
1017,decisao 1017,resumo 1017,conteudo 1017,25,916,218
1018,decisao 1018,resumo 1018,conteudo 1018,7,28,385
1019,decisao 1019,resumo 1019,conteudo 1019,44,863,144
1020,decisao 1020,resumo 1020,conteudo 1020,17,323,334
1021,decisao 1021,resumo 1021,conteudo 1021,30,348,368
1022,decisao 1022,resumo 1022,conteudo 1022,63,141,396
1023,decisao 1023,resumo 1023,conteudo 1023,95,116,241
1024,decisao 1024,resumo 1024,conteudo 1024,92,44,327
1025,decisao 1025,resumo 1025,conteudo 1025,80,532,82
1026,decisao 1026,resumo 1026,conteudo 1026,30,978,371
